"SaID","AccID","Longitude","Latitude","ASV37_bacteria_rhizosphere_CK_pred","ASV37_bacteria_rhizosphere_LN_pred","ASV37_bacteria_rhizosphere_LP_pred","ASV37_bacteria_root_CK_pred","ASV37_bacteria_root_LN_pred","ASV37_bacteria_root_LP_pred","ASV7_bacteria_rhizosphere_CK_pred","ASV7_bacteria_rhizosphere_LN_pred","ASV7_bacteria_root_D_pred","ASV7_bacteria_root_LN_pred"
"SEEDGWAS1195","CIMMYTMA-000815",-88.51666667,20.85,265.715864,384.0776181,263.3149718,72.96945786,65.57356253,86.72762739,466.3622794,807.5543201,516.6028108,782.064033
"SEEDGWAS2501","CIMMYTMA-013513",-102.194513,21.942148,293.269662,384.0776431,263.3149794,74.20415546,75.88139753,88.83280017,464.8720947,797.3738412,566.970006,822.7361624
"SEEDGWAS4798","CIMMYTMA-023852",-102.701138,21.858917,297.2755639,384.0779675,263.3149585,73.7502967,82.63175723,86.79666761,440.893286,821.8056727,564.3343011,762.786293
"SEEDGWAS3779","CIMMYTMA-023854",-102.362002,22.231913,290.0828362,384.0775742,263.3149662,74.43745001,76.27925698,94.93187741,442.2354856,801.297294,605.3748142,902.8301522
"SEEDGWAS4660","CIMMYTMA-018336",-102.764636,21.851035,297.0530953,384.0779682,263.3149627,72.78271783,83.60121503,86.759385,439.0358116,821.5931311,553.9053499,762.7828434
"SEEDGWAS3653","CIMMYTMA-024750",-102.411485,22.160244,293.3795856,384.077654,263.3149619,74.39434412,74.49653704,94.64115661,445.984023,801.3047453,601.2692652,815.8607513
"SEEDGWAS3108","CIMMYTMA-026975",-102.212362,22.233853,296.4196434,384.077599,263.3149529,74.24522422,76.11877951,88.05924459,443.7297027,796.773725,567.9631797,755.7829347
"SEEDGWAS3123","CIMMYTMA-027019",-102.212362,22.233853,296.4196434,384.077599,263.3149529,74.24522422,76.11877951,88.05924459,443.7297027,796.773725,567.9631797,755.7829347
"SEEDGWAS2634","CIMMYTMA-024791",-102.243902,22.269581,295.2628703,384.0775881,263.3149526,74.81265702,72.68793286,87.80360855,443.4267311,797.1763593,559.922143,749.4953747
"SEEDGWAS3124","CIMMYTMA-027023",-102.229694,22.287284,295.2628703,384.0775855,263.3149547,74.11936522,72.8693377,87.96513275,443.4267311,796.7819598,560.9364445,756.7431224
"SEEDGWAS2707","CIMMYTMA-001503",-102.310212,22.199415,297.2755639,384.0776107,263.3149563,74.41908366,78.1599565,88.87158824,447.6449753,801.1388721,559.8590094,748.3047222
"SEEDGWAS3644","CIMMYTMA-023699",-102.4166667,22.13333333,292.0134138,384.0776114,263.31496,74.39434412,76.87754179,94.64115661,442.062088,801.7024794,601.2692652,846.072521
"SEEDGWAS4158","CIMMYTMA-017790",-109.7166667,23.08333333,263.5214863,384.077582,263.3149571,71.58906249,83.90826537,84.83322268,456.7720118,790.7184085,541.2823024,998.0327245
"SEEDGWAS2106","CIMMYTMA-002109",-89.812671,20.00487,266.9184403,384.0775849,263.3149612,73.75618738,65.27601873,82.49739674,484.8872195,803.3769489,505.433614,783.3548293
"SEEDGWAS529","CIMMYTMA-025802",-90.23914,20.054799,267.0773534,384.0776208,263.3149731,72.35111721,76.55881415,83.06876554,491.8955362,820.4136494,532.4400511,898.1596549
"SEEDGWAS694","CIMMYTMA-000729",-89.966607,19.742201,273.1155078,384.0775748,263.3149622,73.0416022,73.19609957,80.41203809,491.1245914,804.1770675,491.7645445,802.1946318
"SEEDGWAS1673","CIMMYTMA-023152",-90.046207,19.716788,273.9152475,384.0775693,263.314948,73.40462008,73.40997039,80.2268615,487.6251922,803.9319717,497.1252896,854.82424
"SEEDGWAS1674","CIMMYTMA-023158",-90.12082,19.746176,271.1808361,384.0775771,263.3149756,72.65021607,74.9852566,79.87859914,490.4813818,805.3773115,497.5353554,852.0312254
"SEEDGWAS318","CIMMYTMA-005715",-90.740704,18.572773,274.6849536,384.0775504,263.3149286,73.39759441,72.8001368,81.72079763,497.3936657,797.9288689,495.3517902,882.6742055
"SEEDGWAS114","CIMMYTMA-002107",-91.642471,18.04166,278.3204964,384.0775483,263.3149629,72.89129335,74.21639996,82.64022858,468.036645,799.4243784,489.3906305,935.2647521
"SEEDGWAS693","CIMMYTMA-000725",-89.82814,19.744273,272.0586303,384.0775519,263.3149627,73.0416022,72.22102373,81.69481939,487.9783711,803.9758474,487.2985434,807.058453
"SEEDGWAS115","CIMMYTMA-002110",-90.233333,19.766667,265.4616367,384.0775728,263.3149539,72.34968042,74.63209616,79.85117839,486.2979622,808.6697185,521.5034071,882.6879919
"SEEDGWAS104","CIMMYTMA-001767",-89.82814,19.744273,272.0586303,384.0775519,263.3149627,73.0416022,72.22102373,81.69481939,487.9783711,803.9758474,487.2985434,807.058453
"SEEDGWAS116","CIMMYTMA-002114",-91.759457,18.658723,275.566514,384.0775456,263.3149586,72.66461984,76.1731351,84.15271544,480.7373802,792.9477326,548.4701026,905.017309
"SEEDGWAS117","CIMMYTMA-002118",-90.740704,18.572773,274.6849536,384.0775504,263.3149286,73.39759441,72.8001368,81.72079763,497.3936657,797.9288689,495.3517902,882.6742055
"SEEDGWAS4661","CIMMYTMA-018338",-108.1166667,29.2,267.7162628,384.0775128,263.3149877,73.06522435,82.99832993,88.52982291,453.1263986,800.6709507,563.9767273,885.7014883
"SEEDGWAS3756","CIMMYTMA-018339",-107.74083,29.375447,266.4786653,384.0775234,263.3149655,74.12000308,83.45778427,88.3455321,448.5364227,800.3022592,566.741709,838.4898126
"SEEDGWAS4254","CIMMYTMA-020730",-108.1166667,29.2,267.7162628,384.0775128,263.3149877,73.06522435,82.99832993,88.52982291,453.1263986,800.6709507,563.9767273,885.7014883
"SEEDGWAS4187","CIMMYTMA-024651",-107.74083,29.375447,266.4786653,384.0775234,263.3149655,74.12000308,83.45778427,88.3455321,448.5364227,800.3022592,566.741709,838.4898126
"SEEDGWAS4268","CIMMYTMA-025100",-107.7,29.35,267.0425922,384.0775299,263.3149547,74.12000308,83.31301942,88.3455321,449.4090652,800.6047942,566.741709,829.4497521
"SEEDGWAS4269","CIMMYTMA-025101",-107.7,29.35,267.0425922,384.0775299,263.3149547,74.12000308,83.31301942,88.3455321,449.4090652,800.6047942,566.741709,829.4497521
"SEEDGWAS4273","CIMMYTMA-026879",-107.74083,29.375447,266.4786653,384.0775234,263.3149655,74.12000308,83.45778427,88.3455321,448.5364227,800.3022592,566.741709,838.4898126
"SEEDGWAS4270","CIMMYTMA-025102",-107.7,29.35,267.0425922,384.0775299,263.3149547,74.12000308,83.31301942,88.3455321,449.4090652,800.6047942,566.741709,829.4497521
"SEEDGWAS3786","CIMMYTMA-025104",-107.7,29.35,267.0425922,384.0775299,263.3149547,74.12000308,83.31301942,88.3455321,449.4090652,800.6047942,566.741709,829.4497521
"SEEDGWAS3595","CIMMYTMA-013398",-106.164976,28.006516,270.5092364,384.0774841,263.314954,73.20305255,85.83940153,85.67919608,447.8055631,792.7951571,531.0739357,840.2934724
"SEEDGWAS4214","CIMMYTMA-000395",-105.3333333,28.05,262.4544086,384.0778387,263.3149535,73.11303584,72.36172674,86.02664552,452.5664531,806.8915794,565.8747836,778.4967226
"SEEDGWAS3694","CIMMYTMA-002171",-107.4666667,28.55,269.5054744,384.0775436,263.3149693,76.27865688,82.82304524,86.02070405,450.3736605,801.6248,564.6337269,811.3176218
"SEEDGWAS2476","CIMMYTMA-007930",-107.9333333,30.38333333,264.919363,384.0775543,263.3149676,73.9366345,78.1351858,81.96766497,455.4899059,796.9773818,552.2312588,774.8154143
"SEEDGWAS4111","CIMMYTMA-006746",-107.9333333,30.38333333,264.919363,384.0775543,263.3149676,73.9366345,78.1351858,81.96766497,455.4899059,796.9773818,552.2312588,774.8154143
"SEEDGWAS2462","CIMMYTMA-006747",-107.9333333,30.38333333,264.919363,384.0775543,263.3149676,73.9366345,78.1351858,81.96766497,455.4899059,796.9773818,552.2312588,774.8154143
"SEEDGWAS4488","CIMMYTMA-007933",-108.1166667,29.21666667,267.7368595,384.0775127,263.314972,73.06522435,82.98593778,88.52982291,453.1263986,800.3022592,563.9767273,919.721484
"SEEDGWAS4421","CIMMYTMA-006757",-108.1166667,29.21666667,264.7496554,384.077549,263.3149935,74.88733463,84.6445444,85.9579001,449.384182,804.1187451,607.545353,848.0990719
"SEEDGWAS4986","CIMMYTMA-006771",-107.7333333,29.36666667,266.7402253,384.0775234,263.3149876,74.12000308,83.63293458,88.3455321,448.5364227,800.3022592,566.741709,838.043116
"SEEDGWAS3698","CIMMYTMA-006791",-108.3833333,28.2,257.6754769,384.07748,263.3149587,72.96770745,84.54817716,91.62603082,444.4599135,803.2961817,565.0754786,929.309865
"SEEDGWAS4231","CIMMYTMA-007950",-108.3833333,28.2,257.6754769,384.07748,263.3149587,72.96770745,84.54817716,91.62603082,444.4599135,803.2961817,565.0754786,929.309865
"SEEDGWAS4224","CIMMYTMA-006802",-105.97864,28.611505,262.7326301,384.0777768,263.3149528,73.21180814,75.27940632,86.88943727,448.6539977,806.4184162,547.4001041,786.4493778
"SEEDGWAS4423","CIMMYTMA-006808",-106.35,26.96666667,287.7174498,384.0775298,263.3149477,72.81166278,77.15702199,88.52574933,437.5211031,806.5815659,555.1728636,770.7378374
"SEEDGWAS3494","CIMMYTMA-006811",-106.35,26.96666667,287.7174498,384.0775298,263.3149477,72.81166278,77.15702199,88.52574933,437.5211031,806.5815659,555.1728636,770.7378374
"SEEDGWAS4232","CIMMYTMA-007956",-107.0666667,26.83333333,268.5806707,384.0775097,263.3149483,73.16764086,82.81854984,90.2964388,433.9646507,802.3073893,564.0189415,954.7773031
"SEEDGWAS4225","CIMMYTMA-006817",-107.0666667,26.83333333,268.5806707,384.0775097,263.3149483,73.16764086,82.81854984,90.2964388,433.9646507,802.3073893,564.0189415,954.7773031
"SEEDGWAS3699","CIMMYTMA-006819",-107.0666667,26.83333333,268.5806707,384.0775097,263.3149483,73.16764086,82.81854984,90.2964388,433.9646507,802.3073893,564.0189415,954.7773031
"SEEDGWAS2787","CIMMYTMA-006830",-107.75,28.85,266.6923044,384.0775385,263.3149867,76.31479409,83.25401253,86.0260177,450.3736605,799.9368749,564.6337269,778.0161691
"SEEDGWAS2788","CIMMYTMA-006831",-107.75,28.85,266.6923044,384.0775385,263.3149867,76.31479409,83.25401253,86.0260177,450.3736605,799.9368749,564.6337269,778.0161691
"SEEDGWAS2789","CIMMYTMA-006834",-107.75,28.85,266.6923044,384.0775385,263.3149867,76.31479409,83.25401253,86.0260177,450.3736605,799.9368749,564.6337269,778.0161691
"SEEDGWAS3700","CIMMYTMA-006835",-107.8333333,28.96666667,267.0313914,384.0775509,263.3149691,76.33524973,81.99185941,86.0260177,452.8000569,800.5249281,568.2716619,776.6831976
"SEEDGWAS2790","CIMMYTMA-006839",-108.3833333,28.2,257.6754769,384.07748,263.3149587,72.96770745,84.54817716,91.62603082,444.4599135,803.2961817,565.0754786,929.309865
"SEEDGWAS3960","CIMMYTMA-007964",-108.5333333,28.16666667,267.0859397,384.0774516,263.3149952,74.69714634,73.68236734,91.96073329,449.3450718,784.9655305,582.4182692,768.093014
"SEEDGWAS3701","CIMMYTMA-006851",-106.95,26.03333333,272.3836242,384.0775308,263.3149336,74.19993976,88.68605931,88.74393704,469.5331367,806.7778004,550.0271558,924.8843347
"SEEDGWAS3702","CIMMYTMA-006852",-106.95,26.03333333,272.3836242,384.0775308,263.3149336,74.19993976,88.68605931,88.74393704,469.5331367,806.7778004,550.0271558,924.8843347
"SEEDGWAS4430","CIMMYTMA-006855",-106.95,26.03333333,272.3836242,384.0775308,263.3149336,74.19993976,88.68605931,88.74393704,469.5331367,806.7778004,550.0271558,924.8843347
"SEEDGWAS3704","CIMMYTMA-006856",-106.95,26.03333333,272.3836242,384.0775308,263.3149336,74.19993976,88.68605931,88.74393704,469.5331367,806.7778004,550.0271558,924.8843347
"SEEDGWAS4431","CIMMYTMA-006858",-106.964272,26.100125,272.4462627,384.0775308,263.3149405,73.99434651,84.68399382,89.48912056,459.9380739,808.5628938,564.0189415,929.8663799
"SEEDGWAS2791","CIMMYTMA-006865",-107.305103,28.492774,270.4448555,384.077541,263.314988,74.23031655,83.0116929,86.73050034,451.7734002,803.9076118,566.8873019,779.1473855
"SEEDGWAS4989","CIMMYTMA-006866",-107.305103,28.492774,270.4448555,384.077541,263.314988,74.23031655,83.0116929,86.73050034,451.7734002,803.9076118,566.8873019,779.1473855
"SEEDGWAS4243","CIMMYTMA-017970",-108.1166667,29.2,267.7162628,384.0775128,263.3149877,73.06522435,82.99832993,88.52982291,453.1263986,800.6709507,563.9767273,885.7014883
"SEEDGWAS1759","CIMMYTMA-000396",-105.370775,26.95746,278.5096885,384.0775619,263.314947,72.6089216,76.87163875,86.95034925,447.1517138,800.4383626,560.5907516,787.8659898
"SEEDGWAS5210","CIMMYTMA-002176",-105.4166667,26.93333333,279.6214362,384.0775665,263.3149472,72.62417405,76.99760972,86.17431454,447.2869857,802.7562585,546.8850486,793.2858342
"SEEDGWAS1761","CIMMYTMA-000399",-104.890933,27.130649,273.6730487,384.0778414,263.31496,73.25085285,77.62240962,86.13516983,448.5200916,805.5482258,580.8221674,778.43662
"SEEDGWAS1760","CIMMYTMA-000397",-105.3313889,27.1283333,283.756956,384.0775358,263.3149535,72.69387279,76.87481656,86.793765,453.3690783,793.9288566,564.8864143,776.1846897
"SEEDGWAS1097","CIMMYTMA-002179",-105.2977778,27.15888889,280.9103317,384.0775359,263.3149524,72.70278524,76.16146949,86.63351102,452.3599442,792.5940297,560.2517329,784.7518093
"SEEDGWAS2327","CIMMYTMA-000384",-105.259161,27.008378,278.4198955,384.0775445,263.3149503,72.69387279,76.71195195,86.793765,447.5415174,795.3067453,564.8864143,778.6752882
"SEEDGWAS2109","CIMMYTMA-002159",-92.027828,15.627253,258.615866,384.0775343,263.3149271,71.20152658,68.63345689,81.32919795,519.1874173,780.6098885,513.9839201,854.0931865
"SEEDGWAS867","CIMMYTMA-005906",-92.137003,15.556193,251.7639751,384.0775292,263.3149352,71.15685759,70.00594611,81.32919795,499.4393486,780.6098885,512.0640049,847.3394477
"SEEDGWAS2726","CIMMYTMA-001784",-93.255998,16.667527,276.0119329,384.0775637,263.3149745,72.29565405,69.99072529,82.40718861,477.0041597,794.4209196,539.7793998,828.2500954
"SEEDGWAS5286","CIMMYTMA-015963",-91.783754,16.529039,266.3047482,384.0776007,263.3149633,74.13561325,76.31176002,84.04249576,468.4470775,797.9149536,502.5833123,854.3018073
"SEEDGWAS1830","CIMMYTMA-020364",-93.38333333,16.76666667,276.3331985,384.0775714,263.3149969,72.96258163,71.95507843,84.16461422,483.5881937,794.6422,534.9911276,814.4580596
"SEEDGWAS2595","CIMMYTMA-020433",-92.463042,17.010766,272.7288067,384.0775961,263.3149553,71.11187692,73.294938,83.64878753,463.4460391,808.3367172,518.7865682,841.025831
"SEEDGWAS1838","CIMMYTMA-023188",-92.05,16.11666667,252.9247424,384.0775692,263.3149307,74.16349205,76.40020418,82.52253497,483.792064,802.3769235,503.7710357,898.7431996
"SEEDGWAS3036","CIMMYTMA-023290",-92.11666667,15.43333333,251.9242666,384.0775303,263.3149353,72.47013085,75.60357153,85.62727759,560.8705891,782.8410211,542.669156,841.8613134
"SEEDGWAS4263","CIMMYTMA-023287",-92.11666667,15.43333333,251.9242666,384.0775303,263.3149353,72.47013085,75.60357153,85.62727759,560.8705891,782.8410211,542.669156,841.8613134
"SEEDGWAS1143","CIMMYTMA-020330",-92.1,15.7,247.8561166,384.0775606,263.3149349,71.20609016,68.23669579,81.75991713,500.1003467,793.659869,513.9839201,843.9770373
"SEEDGWAS4755","CIMMYTMA-021270",-92.46666667,16.55,268.9950497,384.0774788,263.3149681,74.52163155,83.11115953,88.74411609,481.4879541,800.9857174,552.3992303,883.0033104
"SEEDGWAS467","CIMMYTMA-023213",-92.564373,16.332904,259.7965006,384.0775689,263.3149652,71.41424256,67.8928079,82.63300539,481.6718526,788.9687253,511.0867937,876.0719232
"SEEDGWAS1146","CIMMYTMA-021364",-92.359949,16.352808,257.8948457,384.0775786,263.3149466,71.54265902,79.80459933,83.81048698,475.4451111,814.7896707,517.7482556,876.6696656
"SEEDGWAS1684","CIMMYTMA-023269",-92.564373,16.332904,259.7965006,384.0775689,263.3149652,71.41424256,67.8928079,82.63300539,481.6718526,788.9687253,511.0867937,876.0719232
"SEEDGWAS1685","CIMMYTMA-023272",-92.564373,16.332904,259.7965006,384.0775689,263.3149652,71.41424256,67.8928079,82.63300539,481.6718526,788.9687253,511.0867937,876.0719232
"SEEDGWAS1011","CIMMYTMA-023203",-92.564373,16.332904,259.7965006,384.0775689,263.3149652,71.41424256,67.8928079,82.63300539,481.6718526,788.9687253,511.0867937,876.0719232
"SEEDGWAS1682","CIMMYTMA-023266",-92.564373,16.332904,259.7965006,384.0775689,263.3149652,71.41424256,67.8928079,82.63300539,481.6718526,788.9687253,511.0867937,876.0719232
"SEEDGWAS1683","CIMMYTMA-023267",-92.564373,16.332904,259.7965006,384.0775689,263.3149652,71.41424256,67.8928079,82.63300539,481.6718526,788.9687253,511.0867937,876.0719232
"SEEDGWAS1012","CIMMYTMA-023208",-92.564373,16.332904,259.7965006,384.0775689,263.3149652,71.41424256,67.8928079,82.63300539,481.6718526,788.9687253,511.0867937,876.0719232
"SEEDGWAS664","CIMMYTMA-023161",-92.68035,16.538454,274.799707,384.0775596,263.3149467,71.82137066,70.06754886,80.33205371,480.6596113,788.833905,508.4039579,903.1939677
"SEEDGWAS1148","CIMMYTMA-023174",-92.68035,16.538454,274.799707,384.0775596,263.3149467,71.82137066,70.06754886,80.33205371,480.6596113,788.833905,508.4039579,903.1939677
"SEEDGWAS1150","CIMMYTMA-023206",-92.68035,16.538454,274.799707,384.0775596,263.3149467,71.82137066,70.06754886,80.33205371,480.6596113,788.833905,508.4039579,903.1939677
"SEEDGWAS1152","CIMMYTMA-023214",-92.711648,16.602202,275.0947959,384.0775656,263.3149813,72.45224621,69.38002049,81.56859733,480.8859828,790.3976152,540.9597123,890.4153568
"SEEDGWAS665","CIMMYTMA-023202",-92.711648,16.602202,275.0947959,384.0775656,263.3149813,72.45224621,69.38002049,81.56859733,480.8859828,790.3976152,540.9597123,890.4153568
"SEEDGWAS5351","CIMMYTMA-023178",-92.711648,16.602202,275.0947959,384.0775656,263.3149813,72.45224621,69.38002049,81.56859733,480.8859828,790.3976152,540.9597123,890.4153568
"SEEDGWAS1151","CIMMYTMA-023209",-92.711648,16.602202,275.0947959,384.0775656,263.3149813,72.45224621,69.38002049,81.56859733,480.8859828,790.3976152,540.9597123,890.4153568
"SEEDGWAS1837","CIMMYTMA-023165",-92.711648,16.602202,275.0947959,384.0775656,263.3149813,72.45224621,69.38002049,81.56859733,480.8859828,790.3976152,540.9597123,890.4153568
"SEEDGWAS1147","CIMMYTMA-023164",-92.711648,16.602202,275.0947959,384.0775656,263.3149813,72.45224621,69.38002049,81.56859733,480.8859828,790.3976152,540.9597123,890.4153568
"SEEDGWAS1025","CIMMYTMA-024375",-92.81666667,16.56666667,274.8283879,384.0775619,263.3149893,71.87552076,67.71474187,79.83027908,479.7318924,789.9859909,491.9447101,899.1021947
"SEEDGWAS1020","CIMMYTMA-024286",-92.81666667,16.56666667,274.8283879,384.0775619,263.3149893,71.87552076,67.71474187,79.83027908,479.7318924,789.9859909,491.9447101,899.1021947
"SEEDGWAS1024","CIMMYTMA-024307",-93.26666667,16.2,244.7444572,384.0775796,263.3149936,71.68080012,70.01693463,81.09191891,468.6653383,785.1896476,490.3793888,801.4349634
"SEEDGWAS1156","CIMMYTMA-025003",-92.73333333,15.86666667,251.2237732,384.0775224,263.3149361,73.47366154,69.94384914,80.52208437,471.5535306,777.1659172,498.3631738,845.371313
"SEEDGWAS1023","CIMMYTMA-024301",-93.26666667,16.25,259.8456723,384.0775105,263.3149788,71.68080012,69.38995291,81.70732867,463.1046296,777.9396764,490.3793888,819.780029
"SEEDGWAS1695","CIMMYTMA-024361",-93.26666667,16.25,259.8456723,384.0775105,263.3149788,71.68080012,69.38995291,81.70732867,463.1046296,777.9396764,490.3793888,819.780029
"SEEDGWAS1693","CIMMYTMA-024317",-93.26666667,16.25,259.8456723,384.0775105,263.3149788,71.68080012,69.38995291,81.70732867,463.1046296,777.9396764,490.3793888,819.780029
"SEEDGWAS1029","CIMMYTMA-024953",-93.71666667,16.7,281.1230246,384.0775564,263.3149979,71.26479074,67.80218363,86.69744937,500.0820416,790.2808919,543.3816833,831.5955253
"SEEDGWAS1031","CIMMYTMA-025041",-93.71666667,16.7,281.1230246,384.0775564,263.3149979,71.26479074,67.80218363,86.69744937,500.0820416,790.2808919,543.3816833,831.5955253
"SEEDGWAS1709","CIMMYTMA-025038",-93.71666667,16.7,281.1230246,384.0775564,263.3149979,71.26479074,67.80218363,86.69744937,500.0820416,790.2808919,543.3816833,831.5955253
"SEEDGWAS1157","CIMMYTMA-025022",-93.26666667,16.8,274.2354266,384.077569,263.3149799,73.00860312,71.12045707,83.74271932,477.0319918,794.5733596,534.9836563,797.2704534
"SEEDGWAS403","CIMMYTMA-010468",-92.91666667,16.88333333,274.5538752,384.0775749,263.314991,71.14639102,78.89824022,83.5633442,478.368743,810.638305,515.4385176,839.7367155
"SEEDGWAS1036","CIMMYTMA-025799",-93.21666667,17.1,281.3634075,384.0775417,263.3149341,72.24380826,71.44430197,82.10730516,485.2673303,788.2075653,544.8367505,847.821867
"SEEDGWAS526","CIMMYTMA-025780",-93.3,17.13333333,275.1515892,384.0775401,263.3149349,71.94532294,70.14581158,81.65220287,485.2673303,789.6395927,543.8486962,864.0848389
"SEEDGWAS670","CIMMYTMA-024380",-93.3,17.13333333,275.1515892,384.0775401,263.3149349,71.94532294,70.14581158,81.65220287,485.2673303,789.6395927,543.8486962,864.0848389
"SEEDGWAS5266","CIMMYTMA-013717",-92.72,17.06,273.8089066,384.0775559,263.3149633,70.89175161,72.80699634,83.21335553,471.6645653,808.3367172,521.8778371,852.9239624
"SEEDGWAS527","CIMMYTMA-025788",-93.38333333,16.76666667,276.3331985,384.0775714,263.3149969,72.96258163,71.95507843,84.16461422,483.5881937,794.6422,534.9911276,814.4580596
"SEEDGWAS1690","CIMMYTMA-024287",-92.659404,15.332888,251.78662,384.0777343,263.3149348,74.24706423,80.11205265,86.15375383,449.6331741,790.0441027,576.5094108,820.2047682
"SEEDGWAS1708","CIMMYTMA-025001",-92.7,15.28333333,262.7735584,384.0775371,263.3149492,72.66378736,73.49706371,82.90904844,478.3559839,784.9271117,510.0061688,901.9311649
"SEEDGWAS662","CIMMYTMA-021363",-92.251361,15.37229,254.7362226,384.0775494,263.3149331,71.55786364,71.92708713,87.99612229,522.6064042,803.4212979,514.8920961,875.5348679
"SEEDGWAS1043","CIMMYTMA-026869",-92.08,16.9,278.0416209,384.0775314,263.3149665,72.99052821,71.69426413,83.69959648,479.0173808,781.916378,533.4969322,869.032944
"SEEDGWAS1044","CIMMYTMA-026873",-92.08,16.9,278.0416209,384.0775314,263.3149665,72.99052821,71.69426413,83.69959648,479.0173808,781.916378,533.4969322,869.032944
"SEEDGWAS3027","CIMMYTMA-020983",-92.457989,16.714786,271.8247103,384.0774908,263.3149361,79.70663686,79.98574996,86.15848406,468.4470775,806.5898244,590.5422216,911.84782
"SEEDGWAS3026","CIMMYTMA-020982",-92.457989,16.714786,271.8247103,384.0774908,263.3149361,79.70663686,79.98574996,86.15848406,468.4470775,806.5898244,590.5422216,911.84782
"SEEDGWAS3028","CIMMYTMA-020984",-92.68,16.78,272.9477161,384.0775115,263.3149393,73.59923743,78.80942122,87.75789971,479.4173666,806.268171,594.6813612,914.0615226
"SEEDGWAS2927","CIMMYTMA-016097",-92.708848,16.757656,272.3743022,384.0775106,263.3149726,73.96232002,78.15789661,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS4848","CIMMYTMA-025859",-92.708848,16.757656,272.3743022,384.0775106,263.3149726,73.96232002,78.15789661,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS3106","CIMMYTMA-025861",-92.708848,16.757656,272.3743022,384.0775106,263.3149726,73.96232002,78.15789661,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS1022","CIMMYTMA-024297",-93,16.71666667,264.6842473,384.0775637,263.3149357,74.80088167,80.43639775,89.37336972,468.4470775,806.777703,589.1602269,882.1921579
"SEEDGWAS2181","CIMMYTMA-018343",-93.370653,16.458148,276.3175828,384.0775702,263.3149456,71.78203948,67.59051977,84.66520784,464.7904269,786.2501662,530.0491569,835.4020753
"SEEDGWAS3130","CIMMYTMA-027383",-92.37428,16.838495,270.8645288,384.0775622,263.3149636,74.20673029,82.54061254,89.38464871,468.4470775,801.3388245,580.3854077,877.5232269
"SEEDGWAS3131","CIMMYTMA-027391",-92.5,16.83,270.4684785,384.0774858,263.3149723,73.85616041,78.74186603,86.26401677,468.4470775,806.2874039,593.0665006,933.5778597
"SEEDGWAS3132","CIMMYTMA-027394",-92.5,16.83,270.4684785,384.0774858,263.3149723,73.85616041,78.74186603,86.26401677,468.4470775,806.2874039,593.0665006,933.5778597
"SEEDGWAS3133","CIMMYTMA-027396",-92.5,16.83,270.4684785,384.0774858,263.3149723,73.85616041,78.74186603,86.26401677,468.4470775,806.2874039,593.0665006,933.5778597
"SEEDGWAS3134","CIMMYTMA-027405",-92.689712,16.779132,272.1776686,384.0775115,263.3149766,73.82301559,78.09283504,87.88300606,479.4173666,806.6542463,595.3868295,912.5253114
"SEEDGWAS3135","CIMMYTMA-027407",-92.575401,16.795065,270.8459463,384.0774736,263.3149464,74.97154653,74.40285614,87.26287155,471.8667064,803.7849231,616.9950145,936.0286884
"SEEDGWAS3136","CIMMYTMA-027421",-92.68,16.78,272.9477161,384.0775115,263.3149393,73.59923743,78.80942122,87.75789971,479.4173666,806.268171,594.6813612,914.0615226
"SEEDGWAS3137","CIMMYTMA-027430",-92.63,16.75,272.5445344,384.077511,263.3149724,73.85616041,79.72400553,87.88300606,481.6793365,806.6542463,593.3377002,909.5079581
"SEEDGWAS4874","CIMMYTMA-027432",-92.63,16.75,272.5445344,384.077511,263.3149724,73.85616041,79.72400553,87.88300606,481.6793365,806.6542463,593.3377002,909.5079581
"SEEDGWAS3138","CIMMYTMA-027434",-92.63,16.75,272.5445344,384.077511,263.3149724,73.85616041,79.72400553,87.88300606,481.6793365,806.6542463,593.3377002,909.5079581
"SEEDGWAS3139","CIMMYTMA-027449",-92.47,16.77,270.4087152,384.0774795,263.3149771,73.59923743,78.65231456,86.13891041,468.4470775,805.7954223,599.8188595,935.8813837
"SEEDGWAS3140","CIMMYTMA-027457",-92.710791,16.756442,272.3743022,384.0775106,263.3149612,73.96232002,78.87563849,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS3141","CIMMYTMA-027460",-92.710791,16.756442,272.3743022,384.0775106,263.3149612,73.96232002,78.87563849,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS5120","CIMMYTMA-027463",-92.710791,16.756442,272.3743022,384.0775106,263.3149612,73.96232002,78.87563849,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS3143","CIMMYTMA-027465",-92.710791,16.756442,272.3743022,384.0775106,263.3149612,73.96232002,78.87563849,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS3144","CIMMYTMA-027467",-92.710791,16.756442,272.3743022,384.0775106,263.3149612,73.96232002,78.87563849,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
"SEEDGWAS4876","CIMMYTMA-027468",-92.710791,16.756442,272.3743022,384.0775106,263.3149612,73.96232002,78.87563849,87.96400375,492.8849052,806.6490595,573.7576274,912.7636236
