,SaID,AccID,Longitude,Latitude,Ann.Prc,TN,PBR,,,,,,,,,,,,,,,,,,,,,,
404,SEEDGWAS2333,CIMMYTMA-000560,-102.733333,20.816667,730,0.2,11.11,,,,,,,,,,,,,,,,,,,,,,
405,SEEDGWAS2334,CIMMYTMA-000578,-103.5333333,19.41666667,1270,0.04,20.15,,,,,,,,,,,,,,,,,,,,,,
406,SEEDGWAS2335,CIMMYTMA-000596,-103.567399,20.509937,718,0.27,20.15,,,,,,,,,,,,,,,,,,,,,,
407,SEEDGWAS2336,CIMMYTMA-000602,-103.180173,20.321879,1018,0.22,20.15,,,,,,,,,,,,,,,,,,,,,,
408,SEEDGWAS2337,CIMMYTMA-000622,-103.5,20.01666667,583,0.27,4.86,,,,,,,,,,,,,,,,,,,,,,
409,SEEDGWAS2339,CIMMYTMA-000654,-99.9072222,21.7722222,435,0.44,17.31,,,,,,,,,,,,,,,,,,,,,,
410,SEEDGWAS2342,CIMMYTMA-000790,-92.182995,15.389566,1500,0.28,2.46,,,,,,,,,,,,,,,,,,,,,,
411,SEEDGWAS2343,CIMMYTMA-000852,-100.6222222,25.01805556,407,0.39,19.1,,,,,,,,,,,,,,,,,,,,,,
412,SEEDGWAS2350,CIMMYTMA-001462,-102.733333,20.066667,878,0.17,20.15,,,,,,,,,,,,,,,,,,,,,,
413,SEEDGWAS2351,CIMMYTMA-001464,-102,19.91666667,735,0.24,4.15,,,,,,,,,,,,,,,,,,,,,,
414,SEEDGWAS2352,CIMMYTMA-001514,-103.276895,21.783816,552,0.13,7.96,,,,,,,,,,,,,,,,,,,,,,
415,SEEDGWAS2353,CIMMYTMA-001555,-98.65,20.65,522,0.67,17.24,,,,,,,,,,,,,,,,,,,,,,
416,SEEDGWAS2354,CIMMYTMA-001556,-98.76666667,20.6,766,0.53,17.24,,,,,,,,,,,,,,,,,,,,,,
417,SEEDGWAS2355,CIMMYTMA-001561,-98.661356,20.592704,1105,0.53,17.24,,,,,,,,,,,,,,,,,,,,,,
418,SEEDGWAS2360,CIMMYTMA-001652,-101.126482,20.200962,572,0.24,9.92,,,,,,,,,,,,,,,,,,,,,,
419,SEEDGWAS2361,CIMMYTMA-001660,-103.723087,20.143022,741,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
420,SEEDGWAS2365,CIMMYTMA-001872,-101.7833333,19.8,872,0.3,9.92,,,,,,,,,,,,,,,,,,,,,,
421,SEEDGWAS2366,CIMMYTMA-001910,-103.5,23.62,464,0.1,12.88,,,,,,,,,,,,,,,,,,,,,,
422,SEEDGWAS2367,CIMMYTMA-001914,-99.17,20.26,394,0.24,19.38,,,,,,,,,,,,,,,,,,,,,,
423,SEEDGWAS2368,CIMMYTMA-001917,-98.2,20.15,652,0.24,5.75,,,,,,,,,,,,,,,,,,,,,,
424,SEEDGWAS2370,CIMMYTMA-001995,-99.083132,18.878577,989,0.14,5.56,,,,,,,,,,,,,,,,,,,,,,
425,SEEDGWAS2371,CIMMYTMA-002010,-99.23333333,18.85,932,0.14,5.56,,,,,,,,,,,,,,,,,,,,,,
426,SEEDGWAS2373,CIMMYTMA-002012,-99.22,18.8,974,0.14,5.56,,,,,,,,,,,,,,,,,,,,,,
427,SEEDGWAS2374,CIMMYTMA-002015,-99.23333333,18.76666667,850,0.14,5.56,,,,,,,,,,,,,,,,,,,,,,
428,SEEDGWAS2377,CIMMYTMA-002054,-99.55,18.66666667,1092,0.14,7.96,,,,,,,,,,,,,,,,,,,,,,
429,SEEDGWAS2378,CIMMYTMA-002056,-99.604781,18.722675,1125,0.14,7.96,,,,,,,,,,,,,,,,,,,,,,
430,SEEDGWAS2379,CIMMYTMA-002058,-99.604781,18.722675,1125,0.14,7.96,,,,,,,,,,,,,,,,,,,,,,
431,SEEDGWAS2380,CIMMYTMA-002063,-99.66666667,18.8,974,0.14,7.96,,,,,,,,,,,,,,,,,,,,,,
432,SEEDGWAS2381,CIMMYTMA-002064,-99.66666667,18.8,974,0.14,7.96,,,,,,,,,,,,,,,,,,,,,,
433,SEEDGWAS2383,CIMMYTMA-002186,-101.449639,20.920258,617,0.14,18.17,,,,,,,,,,,,,,,,,,,,,,
434,SEEDGWAS2384,CIMMYTMA-002214,-104.35,19.76666667,939,0.16,12.24,,,,,,,,,,,,,,,,,,,,,,
435,SEEDGWAS2385,CIMMYTMA-002225,-103.427739,20.734851,1021,0.27,3.86,,,,,,,,,,,,,,,,,,,,,,
436,SEEDGWAS2386,CIMMYTMA-002263,-99.65111,24.618879,810,0.14,14.8,,,,,,,,,,,,,,,,,,,,,,
437,SEEDGWAS2387,CIMMYTMA-002277,-98.39,18.49,860,0.14,7.07,,,,,,,,,,,,,,,,,,,,,,
438,SEEDGWAS2388,CIMMYTMA-002282,-98.314232,18.107657,561,0.14,7.96,,,,,,,,,,,,,,,,,,,,,,
439,SEEDGWAS2389,CIMMYTMA-002292,-99.59805556,21.91527778,678,0.24,17.31,,,,,,,,,,,,,,,,,,,,,,
440,SEEDGWAS2424,CIMMYTMA-005330,-102.319883,20.290769,714,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
441,SEEDGWAS2425,CIMMYTMA-005344,-102.45,19.96666667,761,0.24,9.92,,,,,,,,,,,,,,,,,,,,,,
442,SEEDGWAS2426,CIMMYTMA-005598,-102.4666667,19.58333333,827,0.3,20.15,,,,,,,,,,,,,,,,,,,,,,
443,SEEDGWAS2433,CIMMYTMA-005843,-97.28339,16.233634,1242,0.59,7.71,,,,,,,,,,,,,,,,,,,,,,
444,SEEDGWAS2434,CIMMYTMA-005872,-97.957508,17.19135,1193,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
445,SEEDGWAS2435,CIMMYTMA-005888,-96.81666667,18.13333333,2543,0.59,5.1,,,,,,,,,,,,,,,,,,,,,,
446,SEEDGWAS2436,CIMMYTMA-005983,-96.172744,17.186388,1745,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
447,SEEDGWAS2437,CIMMYTMA-006046,-96.81666667,18.13333333,2543,0.59,11.11,,,,,,,,,,,,,,,,,,,,,,
448,SEEDGWAS2438,CIMMYTMA-006066,-97.816908,17.312798,750,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
449,SEEDGWAS2439,CIMMYTMA-006075,-97.957508,17.19135,1193,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
450,SEEDGWAS2440,CIMMYTMA-006077,-97.957508,17.19135,1193,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
451,SEEDGWAS2441,CIMMYTMA-006095,-97.816908,17.312798,750,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
452,SEEDGWAS2442,CIMMYTMA-006096,-96.549449,17.592724,1723,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
453,SEEDGWAS2443,CIMMYTMA-006113,-97.816908,17.312798,750,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
454,SEEDGWAS2462,CIMMYTMA-006747,-107.9333333,30.38333333,309,0.04,22.94,,,,,,,,,,,,,,,,,,,,,,
455,SEEDGWAS2464,CIMMYTMA-006917,-104.393881,23.480832,341,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
456,SEEDGWAS2466,CIMMYTMA-006934,-103.903927,20.284838,870,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
457,SEEDGWAS2467,CIMMYTMA-006942,-103.7373,22.394537,401,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
458,SEEDGWAS2468,CIMMYTMA-006951,-103.25,22.11666667,322,0.13,9.08,,,,,,,,,,,,,,,,,,,,,,
459,SEEDGWAS2469,CIMMYTMA-006962,-104.129825,21.381182,672,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
460,SEEDGWAS2470,CIMMYTMA-007000,-102.9666667,21.78333333,559,0.16,10.85,,,,,,,,,,,,,,,,,,,,,,
461,SEEDGWAS2472,CIMMYTMA-007055,-104.739704,21.221061,1118,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
462,SEEDGWAS2473,CIMMYTMA-007057,-104.739704,21.221061,1118,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
463,SEEDGWAS2474,CIMMYTMA-007058,-104.4833333,21.06666667,1510,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
464,SEEDGWAS2475,CIMMYTMA-007526,-97.816908,17.312798,750,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
465,SEEDGWAS2476,CIMMYTMA-007930,-107.9333333,30.38333333,309,0.04,22.94,,,,,,,,,,,,,,,,,,,,,,
466,SEEDGWAS2479,CIMMYTMA-008073,-100.441427,19.290057,850,0.14,2.43,,,,,,,,,,,,,,,,,,,,,,
467,SEEDGWAS2480,CIMMYTMA-008074,-102.4,19.41666667,996,0.3,4.15,,,,,,,,,,,,,,,,,,,,,,
468,SEEDGWAS2482,CIMMYTMA-008079,-102.4666667,19.58333333,827,0.3,20.15,,,,,,,,,,,,,,,,,,,,,,
469,SEEDGWAS2490,CIMMYTMA-010490,-103.814756,19.55706,715,0.16,4.86,,,,,,,,,,,,,,,,,,,,,,
470,SEEDGWAS2491,CIMMYTMA-010620,-102.7333333,20.81666667,730,0.2,11.11,,,,,,,,,,,,,,,,,,,,,,
471,SEEDGWAS2495,CIMMYTMA-013165,-96.021444,17.253353,2520,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
472,SEEDGWAS2496,CIMMYTMA-013166,-96.021444,17.253353,2520,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
473,SEEDGWAS2497,CIMMYTMA-013303,-100.761898,20.699376,462,0.32,14.8,,,,,,,,,,,,,,,,,,,,,,
474,SEEDGWAS2498,CIMMYTMA-013352,-103.25,19.966667,1465,0.27,20.15,,,,,,,,,,,,,,,,,,,,,,
475,SEEDGWAS2499,CIMMYTMA-013469,-101.6666667,20.63333333,628,0.26,9.92,,,,,,,,,,,,,,,,,,,,,,
476,SEEDGWAS2501,CIMMYTMA-013513,-102.194513,21.942148,483,0.14,11.53,,,,,,,,,,,,,,,,,,,,,,
477,SEEDGWAS2502,CIMMYTMA-013804,-98.734909,20.784944,1076,0.67,17.24,,,,,,,,,,,,,,,,,,,,,,
478,SEEDGWAS2504,CIMMYTMA-013866,-100.0333333,19.03333333,758,0.14,4.15,,,,,,,,,,,,,,,,,,,,,,
479,SEEDGWAS2507,CIMMYTMA-013924,-96.021444,17.253353,2520,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
480,SEEDGWAS2508,CIMMYTMA-013930,-97.692737,17.26968,865,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
481,SEEDGWAS2511,CIMMYTMA-014074,-97.11666667,19.35,1239,0.59,5.1,,,,,,,,,,,,,,,,,,,,,,
482,SEEDGWAS2530,CIMMYTMA-015876,-91.943308,16.328624,1362,0.5,7.07,,,,,,,,,,,,,,,,,,,,,,
483,SEEDGWAS2531,CIMMYTMA-015878,-91.892968,16.318734,1388,0.5,3.46,,,,,,,,,,,,,,,,,,,,,,
484,SEEDGWAS2533,CIMMYTMA-016172,-92.251361,15.37229,1934,0.28,2.46,,,,,,,,,,,,,,,,,,,,,,
485,SEEDGWAS2535,CIMMYTMA-016179,-92.91666667,16.88333333,1058,0.23,3.1,,,,,,,,,,,,,,,,,,,,,,
486,SEEDGWAS2560,CIMMYTMA-018419,-92.05,16.11666667,1284,0.23,5.33,,,,,,,,,,,,,,,,,,,,,,
487,SEEDGWAS2562,CIMMYTMA-018431,-99.5,17.55,952,0.14,8.2,,,,,,,,,,,,,,,,,,,,,,
488,SEEDGWAS2563,CIMMYTMA-018440,-91.98333333,16.33333333,1364,0.5,7.79,,,,,,,,,,,,,,,,,,,,,,
489,SEEDGWAS2564,CIMMYTMA-018447,-103.7,24.88333333,342,0.08,22.13,,,,,,,,,,,,,,,,,,,,,,
490,SEEDGWAS2566,CIMMYTMA-018559,-97.427292,18.483431,455,0.14,16.74,,,,,,,,,,,,,,,,,,,,,,
491,SEEDGWAS2572,CIMMYTMA-019414,-104.099147,24.465353,507,0.15,22.68,,,,,,,,,,,,,,,,,,,,,,
492,SEEDGWAS2577,CIMMYTMA-019829,-97.52396,20.007577,2499,0.49,5.75,,,,,,,,,,,,,,,,,,,,,,
493,SEEDGWAS2578,CIMMYTMA-019836,-97.03333333,19.08333333,1456,0.32,18.95,,,,,,,,,,,,,,,,,,,,,,
494,SEEDGWAS2579,CIMMYTMA-019843,-102.95,20.78333333,768,0.2,20.15,,,,,,,,,,,,,,,,,,,,,,
495,SEEDGWAS2580,CIMMYTMA-019850,-102.95,20.78333333,768,0.2,20.15,,,,,,,,,,,,,,,,,,,,,,
496,SEEDGWAS2581,CIMMYTMA-019926,-102.45,21.16666667,652,0.14,18.17,,,,,,,,,,,,,,,,,,,,,,
497,SEEDGWAS2582,CIMMYTMA-019933,-98.8,18.68333333,931,0.24,5.56,,,,,,,,,,,,,,,,,,,,,,
498,SEEDGWAS2585,CIMMYTMA-019953,-102.95,20.78333333,768,0.2,20.15,,,,,,,,,,,,,,,,,,,,,,
499,SEEDGWAS2589,CIMMYTMA-020189,-96.872107,17.25085,518,0.36,6.3,,,,,,,,,,,,,,,,,,,,,,
500,SEEDGWAS2590,CIMMYTMA-020222,-96.261935,16.8965,1130,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
501,SEEDGWAS2593,CIMMYTMA-020276,-96.874589,16.789356,633,0.44,7.96,,,,,,,,,,,,,,,,,,,,,,
502,SEEDGWAS2594,CIMMYTMA-020308,-96.78333333,16.5,548,0.44,3.68,,,,,,,,,,,,,,,,,,,,,,
503,SEEDGWAS2595,CIMMYTMA-020433,-92.463042,17.010766,2143,0.23,7.32,,,,,,,,,,,,,,,,,,,,,,
504,SEEDGWAS2596,CIMMYTMA-020791,-98.91666667,18.98333333,661,0.14,5.56,,,,,,,,,,,,,,,,,,,,,,
505,SEEDGWAS2597,CIMMYTMA-020818,-97.03333333,19.08333333,1456,0.32,18.95,,,,,,,,,,,,,,,,,,,,,,
506,SEEDGWAS2598,CIMMYTMA-020822,-104.1166667,24.45,521,0.15,22.68,,,,,,,,,,,,,,,,,,,,,,
507,SEEDGWAS2599,CIMMYTMA-020835,-104.611327,24.209641,424,0.15,18.17,,,,,,,,,,,,,,,,,,,,,,
508,SEEDGWAS2600,CIMMYTMA-020952,-103.6666667,24.88333333,312,0.08,22.13,,,,,,,,,,,,,,,,,,,,,,
509,SEEDGWAS2601,CIMMYTMA-020987,-97.68333333,17.26666667,760,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
510,SEEDGWAS2602,CIMMYTMA-021226,-101.988203,21.005478,694,0.2,18.17,,,,,,,,,,,,,,,,,,,,,,
511,SEEDGWAS2603,CIMMYTMA-021228,-102.1666667,21.01666667,1249,0.2,18.17,,,,,,,,,,,,,,,,,,,,,,
512,SEEDGWAS2605,CIMMYTMA-021269,-97.1,19.11666667,1351,0.59,18.95,,,,,,,,,,,,,,,,,,,,,,
513,SEEDGWAS2607,CIMMYTMA-021330,-102.6666667,20.81666667,811,0.2,11.11,,,,,,,,,,,,,,,,,,,,,,
514,SEEDGWAS2608,CIMMYTMA-021334,-102,21.11666667,1064,0.2,18.17,,,,,,,,,,,,,,,,,,,,,,
515,SEEDGWAS2620,CIMMYTMA-023169,-101.250498,17.579435,1143,0.22,7.74,,,,,,,,,,,,,,,,,,,,,,
516,SEEDGWAS2621,CIMMYTMA-023193,-99.43333333,18.73333333,857,0.14,15.44,,,,,,,,,,,,,,,,,,,,,,
517,SEEDGWAS2622,CIMMYTMA-023307,-103.562492,25.624139,235,0.14,22.13,,,,,,,,,,,,,,,,,,,,,,
518,SEEDGWAS2623,CIMMYTMA-023349,-102.609647,21.006093,687,0.2,5.8,,,,,,,,,,,,,,,,,,,,,,
519,SEEDGWAS2625,CIMMYTMA-023419,-97.692737,17.26968,865,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
520,SEEDGWAS2626,CIMMYTMA-023504,-102.35,22.45,1363,0.04,18.17,,,,,,,,,,,,,,,,,,,,,,
521,SEEDGWAS2627,CIMMYTMA-023529,-97.692737,17.26968,865,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
522,SEEDGWAS2628,CIMMYTMA-023628,-100,21.93333333,1294,0.24,19.38,,,,,,,,,,,,,,,,,,,,,,
523,SEEDGWAS2630,CIMMYTMA-023661,-103.6666667,24.88333333,312,0.08,22.13,,,,,,,,,,,,,,,,,,,,,,
524,SEEDGWAS2631,CIMMYTMA-024021,-99.71666667,23,453,0.24,16.43,,,,,,,,,,,,,,,,,,,,,,
525,SEEDGWAS2634,CIMMYTMA-024791,-102.243902,22.269581,341,0.14,11.53,,,,,,,,,,,,,,,,,,,,,,
526,SEEDGWAS2635,CIMMYTMA-025261,-99.458144,18.272733,722,0.9,7.07,,,,,,,,,,,,,,,,,,,,,,
527,SEEDGWAS2636,CIMMYTMA-025275,-104.575801,21.320316,1185,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
528,SEEDGWAS2637,CIMMYTMA-025278,-104.575801,21.320316,1185,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
529,SEEDGWAS2638,CIMMYTMA-025279,-104.575801,21.320316,1185,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
530,SEEDGWAS2641,CIMMYTMA-025822,-104.449948,21.110878,801,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
531,SEEDGWAS267,CIMMYTMA-005206,-91.946084,14.969183,2490,0.33,5.1,,,,,,,,,,,,,,,,,,,,,,
532,SEEDGWAS2670,CIMMYTMA-000083,-97.407682,18.627026,524,0.59,1.82,,,,,,,,,,,,,,,,,,,,,,
533,SEEDGWAS2671,CIMMYTMA-000258,-96.93361111,17.4311111,814,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
534,SEEDGWAS2672,CIMMYTMA-000283,-100.050632,20.765746,345,0.24,18.5,,,,,,,,,,,,,,,,,,,,,,
535,SEEDGWAS2673,CIMMYTMA-000284,-99.631435,21.141034,889,0.67,19.38,,,,,,,,,,,,,,,,,,,,,,
536,SEEDGWAS2674,CIMMYTMA-000285,-100.476326,20.610849,441,0.14,15.44,,,,,,,,,,,,,,,,,,,,,,
537,SEEDGWAS2677,CIMMYTMA-000544,-100.15,20.2,842,0.24,14.8,,,,,,,,,,,,,,,,,,,,,,
538,SEEDGWAS2678,CIMMYTMA-000554,-101.25,21.01666667,725,0.45,18.17,,,,,,,,,,,,,,,,,,,,,,
539,SEEDGWAS2679,CIMMYTMA-000584,-102.85,21.18333333,732,0.2,5.8,,,,,,,,,,,,,,,,,,,,,,
540,SEEDGWAS2680,CIMMYTMA-000592,-103.2,22.36666667,1234,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
541,SEEDGWAS2682,CIMMYTMA-000610,-103.462153,19.735479,664,0.27,20.15,,,,,,,,,,,,,,,,,,,,,,
542,SEEDGWAS2686,CIMMYTMA-000678,-97.24166667,18.75027778,809,0.59,1.82,,,,,,,,,,,,,,,,,,,,,,
543,SEEDGWAS2689,CIMMYTMA-001062,-102.85,21.18333333,732,0.2,5.8,,,,,,,,,,,,,,,,,,,,,,
544,SEEDGWAS269,CIMMYTMA-005262,-90.805464,14.786779,1246,0.5,5.1,,,,,,,,,,,,,,,,,,,,,,
545,SEEDGWAS2691,CIMMYTMA-001390,-99.152393,19.621178,635,0.24,8.07,,,,,,,,,,,,,,,,,,,,,,
546,SEEDGWAS2692,CIMMYTMA-001391,-99.7,19.88333333,590,0.24,4.15,,,,,,,,,,,,,,,,,,,,,,
547,SEEDGWAS2696,CIMMYTMA-001404,-100.026879,19.260089,858,0.14,4.15,,,,,,,,,,,,,,,,,,,,,,
548,SEEDGWAS2697,CIMMYTMA-001406,-99.51666667,19.96666667,761,0.24,8.78,,,,,,,,,,,,,,,,,,,,,,
549,SEEDGWAS2699,CIMMYTMA-001432,-98.35,19.16666667,704,0.28,5.56,,,,,,,,,,,,,,,,,,,,,,
550,SEEDGWAS270,CIMMYTMA-005271,-91.93333333,15.4,2808,0.22,2.46,,,,,,,,,,,,,,,,,,,,,,
551,SEEDGWAS2700,CIMMYTMA-001433,-97.96,19.06,824,0.24,16.52,,,,,,,,,,,,,,,,,,,,,,
552,SEEDGWAS2701,CIMMYTMA-001460,-98.7833,19.0417,718,0.24,5.56,,,,,,,,,,,,,,,,,,,,,,
553,SEEDGWAS2702,CIMMYTMA-001475,-102.696335,19.998739,700,0.17,20.15,,,,,,,,,,,,,,,,,,,,,,
554,SEEDGWAS2703,CIMMYTMA-001476,-102.4833333,19.75,855,0.3,20.15,,,,,,,,,,,,,,,,,,,,,,
555,SEEDGWAS2704,CIMMYTMA-001481,-101.170589,19.779325,787,0.35,9.92,,,,,,,,,,,,,,,,,,,,,,
556,SEEDGWAS2706,CIMMYTMA-001501,-102.8,23.16,423,0.14,22.68,,,,,,,,,,,,,,,,,,,,,,
557,SEEDGWAS2707,CIMMYTMA-001503,-102.310212,22.199415,432,0.04,11.53,,,,,,,,,,,,,,,,,,,,,,
558,SEEDGWAS2709,CIMMYTMA-001527,-100.275105,20.382772,649,0.24,14.8,,,,,,,,,,,,,,,,,,,,,,
559,SEEDGWAS2710,CIMMYTMA-001532,-100.460026,20.560425,461,0.14,15.44,,,,,,,,,,,,,,,,,,,,,,
560,SEEDGWAS2711,CIMMYTMA-001537,-100.275105,20.382772,649,0.24,14.8,,,,,,,,,,,,,,,,,,,,,,
561,SEEDGWAS2712,CIMMYTMA-001543,-99.631435,21.141034,889,0.67,19.38,,,,,,,,,,,,,,,,,,,,,,
562,SEEDGWAS2715,CIMMYTMA-001598,-98,19.05,821,0.24,16.52,,,,,,,,,,,,,,,,,,,,,,
563,SEEDGWAS272,CIMMYTMA-005314,-89.66667,15.4,2808,0.09,11.72,,,,,,,,,,,,,,,,,,,,,,
564,SEEDGWAS2721,CIMMYTMA-001656,-100.275105,20.382772,649,0.24,14.8,,,,,,,,,,,,,,,,,,,,,,
565,SEEDGWAS2722,CIMMYTMA-001666,-101.116546,23.135074,455,0.29,22.68,,,,,,,,,,,,,,,,,,,,,,
566,SEEDGWAS2723,CIMMYTMA-001732,-103.7333333,19.93333333,904,0.16,4.86,,,,,,,,,,,,,,,,,,,,,,
567,SEEDGWAS2726,CIMMYTMA-001784,-93.255998,16.667527,1041,0.43,3.1,,,,,,,,,,,,,,,,,,,,,,
568,SEEDGWAS2729,CIMMYTMA-001913,-97.231739,19.761657,1803,0.24,5.1,,,,,,,,,,,,,,,,,,,,,,
569,SEEDGWAS2732,CIMMYTMA-001961,-98.68333333,18.88333333,776,0.24,5.1,,,,,,,,,,,,,,,,,,,,,,
570,SEEDGWAS2734,CIMMYTMA-002076,-99.75,18.91666667,1073,0.14,7.96,,,,,,,,,,,,,,,,,,,,,,
571,SEEDGWAS2735,CIMMYTMA-002196,-98.9,20.26666667,455,0.53,19.38,,,,,,,,,,,,,,,,,,,,,,
572,SEEDGWAS2737,CIMMYTMA-002287,-100.912902,22.037316,463,0.26,16.43,,,,,,,,,,,,,,,,,,,,,,
573,SEEDGWAS2746,CIMMYTMA-005331,-102.503967,19.634386,855,0.3,20.15,,,,,,,,,,,,,,,,,,,,,,
574,SEEDGWAS2747,CIMMYTMA-005564,-101.082409,19.691693,932,0.14,9.92,,,,,,,,,,,,,,,,,,,,,,
575,SEEDGWAS2748,CIMMYTMA-005565,-101.082409,19.691693,932,0.14,9.92,,,,,,,,,,,,,,,,,,,,,,
576,SEEDGWAS2749,CIMMYTMA-005568,-101.255262,19.652464,628,0.35,4.15,,,,,,,,,,,,,,,,,,,,,,
577,SEEDGWAS2750,CIMMYTMA-005572,-101.5333333,19.41666667,1270,0.35,4.15,,,,,,,,,,,,,,,,,,,,,,
578,SEEDGWAS2751,CIMMYTMA-005578,-101.4666667,19.33333333,1036,0.14,2.43,,,,,,,,,,,,,,,,,,,,,,
579,SEEDGWAS2752,CIMMYTMA-005586,-101.9,19.82,1087,0.3,4.15,,,,,,,,,,,,,,,,,,,,,,
580,SEEDGWAS2754,CIMMYTMA-005639,-97.25,19.56666667,1145,0.24,5.1,,,,,,,,,,,,,,,,,,,,,,
581,SEEDGWAS2755,CIMMYTMA-005640,-97.15,19.35,579,0.59,5.1,,,,,,,,,,,,,,,,,,,,,,
582,SEEDGWAS2756,CIMMYTMA-005641,-97.15,19.35,579,0.59,5.1,,,,,,,,,,,,,,,,,,,,,,
583,SEEDGWAS2757,CIMMYTMA-005645,-97.08333333,19.61666667,1603,0.24,1.82,,,,,,,,,,,,,,,,,,,,,,
584,SEEDGWAS2760,CIMMYTMA-005898,-96.911836,18.168377,2470,0.59,8.5,,,,,,,,,,,,,,,,,,,,,,
585,SEEDGWAS2761,CIMMYTMA-005899,-96.911836,18.168377,2470,0.59,5.56,,,,,,,,,,,,,,,,,,,,,,
586,SEEDGWAS2764,CIMMYTMA-005917,-96.879163,17.848135,1345,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
587,SEEDGWAS2765,CIMMYTMA-005918,-96.549449,17.592724,1723,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
588,SEEDGWAS2766,CIMMYTMA-006039,-97.867153,17.190837,1208,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
589,SEEDGWAS2767,CIMMYTMA-006041,-97.867153,17.190837,1208,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
590,SEEDGWAS2768,CIMMYTMA-006042,-97.867153,17.190837,1208,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
591,SEEDGWAS2769,CIMMYTMA-006049,-96.919424,17.515762,973,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
592,SEEDGWAS2770,CIMMYTMA-006050,-96.879163,17.848135,1345,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
593,SEEDGWAS2771,CIMMYTMA-006055,-96.78333333,17.76666667,1574,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
594,SEEDGWAS2772,CIMMYTMA-006067,-96.549449,17.592724,1723,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
595,SEEDGWAS2773,CIMMYTMA-006068,-96.556048,17.532596,1319,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
596,SEEDGWAS2774,CIMMYTMA-006078,-97.867153,17.190837,1208,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
597,SEEDGWAS2775,CIMMYTMA-006079,-97.867153,17.190837,1208,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
598,SEEDGWAS2776,CIMMYTMA-006080,-97.867153,17.190837,1208,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
599,SEEDGWAS2777,CIMMYTMA-006081,-97.867153,17.190837,1208,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
600,SEEDGWAS2778,CIMMYTMA-006088,-96.879163,17.848135,1345,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
601,SEEDGWAS2779,CIMMYTMA-006089,-96.78333333,17.76666667,1574,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
602,SEEDGWAS2781,CIMMYTMA-006092,-97.677827,17.279413,771,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
603,SEEDGWAS2782,CIMMYTMA-006094,-97.677827,17.279413,771,0.59,4.83,,,,,,,,,,,,,,,,,,,,,,
604,SEEDGWAS2783,CIMMYTMA-006097,-96.549449,17.592724,1723,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
605,SEEDGWAS2784,CIMMYTMA-006100,-96.462174,17.114912,942,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
606,SEEDGWAS2787,CIMMYTMA-006830,-107.75,28.85,437,0.18,22.13,,,,,,,,,,,,,,,,,,,,,,
