,SaID,AccID,Longitude,Latitude,Ann.Prc,TN,PBR,,,,,,,,,,,,,,,,,,,,,,
201,SEEDGWAS1607,CIMMYTMA-016285,-92.659404,15.332888,2309,0.5,8.98,,,,,,,,,,,,,,,,,,,,,,
202,SEEDGWAS1608,CIMMYTMA-016311,-99.31666667,18.61666667,770,0.14,15.44,,,,,,,,,,,,,,,,,,,,,,
203,SEEDGWAS1609,CIMMYTMA-016361,-99.1,18.98333333,844,0.14,5.56,,,,,,,,,,,,,,,,,,,,,,
204,SEEDGWAS1610,CIMMYTMA-016423,-93,16.71666667,869,0.23,9.59,,,,,,,,,,,,,,,,,,,,,,
205,SEEDGWAS162,CIMMYTMA-003239,-97.334715,20.511547,1521,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
206,SEEDGWAS163,CIMMYTMA-003242,-97.27305556,20.5422222,1179,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
207,SEEDGWAS1631,CIMMYTMA-017816,-92.712153,16.606885,948,0.23,9.59,,,,,,,,,,,,,,,,,,,,,,
208,SEEDGWAS1632,CIMMYTMA-017832,-100.69796,18.300591,895,0.04,13.24,,,,,,,,,,,,,,,,,,,,,,
209,SEEDGWAS1633,CIMMYTMA-017845,-102.373599,19.08164,753,0.13,4.86,,,,,,,,,,,,,,,,,,,,,,
210,SEEDGWAS1634,CIMMYTMA-017857,-105.2166667,21.95,1445,0.18,14.5,,,,,,,,,,,,,,,,,,,,,,
211,SEEDGWAS1635,CIMMYTMA-017860,-105.22623,22.024349,1431,0.18,14.5,,,,,,,,,,,,,,,,,,,,,,
212,SEEDGWAS1636,CIMMYTMA-017862,-105.5333333,22.36666667,1230,0.08,12.03,,,,,,,,,,,,,,,,,,,,,,
213,SEEDGWAS1638,CIMMYTMA-017869,-94.601906,16.580327,1180,0.11,13,,,,,,,,,,,,,,,,,,,,,,
214,SEEDGWAS1639,CIMMYTMA-017885,-86.91666667,20.51666667,1295,0.66,17.76,,,,,,,,,,,,,,,,,,,,,,
215,SEEDGWAS164,CIMMYTMA-003245,-97.343051,20.471501,1689,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
216,SEEDGWAS1641,CIMMYTMA-017898,-98.905924,21.544818,1622,0.49,5.8,,,,,,,,,,,,,,,,,,,,,,
217,SEEDGWAS1643,CIMMYTMA-017932,-99.481609,24.25333,878,0.14,18.17,,,,,,,,,,,,,,,,,,,,,,
218,SEEDGWAS1644,CIMMYTMA-017934,-99.48333333,24.26666667,884,0.14,18.17,,,,,,,,,,,,,,,,,,,,,,
219,SEEDGWAS1647,CIMMYTMA-017953,-97.382222,20.43027778,1285,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
220,SEEDGWAS1648,CIMMYTMA-017954,-97.382222,20.43027778,1285,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
221,SEEDGWAS1651,CIMMYTMA-018829,-92.25,14.9,2640,0.36,5.1,,,,,,,,,,,,,,,,,,,,,,
222,SEEDGWAS1652,CIMMYTMA-018869,-102.373599,19.08164,753,0.13,4.86,,,,,,,,,,,,,,,,,,,,,,
223,SEEDGWAS1653,CIMMYTMA-018871,-102.373599,19.08164,753,0.13,4.86,,,,,,,,,,,,,,,,,,,,,,
224,SEEDGWAS1654,CIMMYTMA-018878,-99.36666667,18.71666667,796,0.14,15.44,,,,,,,,,,,,,,,,,,,,,,
225,SEEDGWAS1655,CIMMYTMA-018880,-105.382959,21.993057,1315,0.14,14.5,,,,,,,,,,,,,,,,,,,,,,
226,SEEDGWAS1656,CIMMYTMA-018881,-105.382959,21.993057,1315,0.14,14.5,,,,,,,,,,,,,,,,,,,,,,
227,SEEDGWAS1662,CIMMYTMA-019855,-99.634229,21.83299,635,0.24,17.31,,,,,,,,,,,,,,,,,,,,,,
228,SEEDGWAS1663,CIMMYTMA-019956,-99.653771,22.023366,595,0.24,18.17,,,,,,,,,,,,,,,,,,,,,,
229,SEEDGWAS1665,CIMMYTMA-020386,-101.2833333,17.53333333,487,0.22,7.74,,,,,,,,,,,,,,,,,,,,,,
230,SEEDGWAS1666,CIMMYTMA-020417,-95.13333333,17.88333333,1521,0.22,5.78,,,,,,,,,,,,,,,,,,,,,,
231,SEEDGWAS1667,CIMMYTMA-020418,-86.91666667,20.51666667,1295,0.66,17.76,,,,,,,,,,,,,,,,,,,,,,
232,SEEDGWAS1668,CIMMYTMA-020434,-89.633331,20.250295,1092,0.75,5.33,,,,,,,,,,,,,,,,,,,,,,
233,SEEDGWAS1669,CIMMYTMA-020466,-89.63333333,20.96666667,1100,0.66,5.68,,,,,,,,,,,,,,,,,,,,,,
234,SEEDGWAS167,CIMMYTMA-003253,-97.762003,20.910099,1267,0.15,5.8,,,,,,,,,,,,,,,,,,,,,,
235,SEEDGWAS1670,CIMMYTMA-020467,-89.63333333,20.96666667,1100,0.66,5.68,,,,,,,,,,,,,,,,,,,,,,
236,SEEDGWAS1673,CIMMYTMA-023152,-90.046207,19.716788,1128,0.75,5.33,,,,,,,,,,,,,,,,,,,,,,
237,SEEDGWAS1674,CIMMYTMA-023158,-90.12082,19.746176,1077,0.75,5.33,,,,,,,,,,,,,,,,,,,,,,
238,SEEDGWAS1676,CIMMYTMA-023215,-98.869208,21.426842,1576,0.49,3.46,,,,,,,,,,,,,,,,,,,,,,
239,SEEDGWAS1679,CIMMYTMA-023230,-101.342386,17.581508,1124,0.22,7.74,,,,,,,,,,,,,,,,,,,,,,
240,SEEDGWAS168,CIMMYTMA-003256,-97.675796,20.893005,1232,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
241,SEEDGWAS1680,CIMMYTMA-023233,-101.303874,17.678521,941,0.59,7.74,,,,,,,,,,,,,,,,,,,,,,
242,SEEDGWAS1681,CIMMYTMA-023251,-98.712616,21.399889,1431,0.49,3.46,,,,,,,,,,,,,,,,,,,,,,
243,SEEDGWAS1682,CIMMYTMA-023266,-92.564373,16.332904,1208,0.43,5.33,,,,,,,,,,,,,,,,,,,,,,
244,SEEDGWAS1683,CIMMYTMA-023267,-92.564373,16.332904,1208,0.43,5.33,,,,,,,,,,,,,,,,,,,,,,
245,SEEDGWAS1684,CIMMYTMA-023269,-92.564373,16.332904,1208,0.43,5.33,,,,,,,,,,,,,,,,,,,,,,
246,SEEDGWAS1685,CIMMYTMA-023272,-92.564373,16.332904,1208,0.43,5.33,,,,,,,,,,,,,,,,,,,,,,
247,SEEDGWAS1689,CIMMYTMA-023642,-98.75,21.26666667,1511,0.49,5.8,,,,,,,,,,,,,,,,,,,,,,
248,SEEDGWAS169,CIMMYTMA-003259,-97.85,21.15,1454,0.52,3.46,,,,,,,,,,,,,,,,,,,,,,
249,SEEDGWAS1690,CIMMYTMA-024287,-92.659404,15.332888,2309,0.5,8.98,,,,,,,,,,,,,,,,,,,,,,
250,SEEDGWAS1691,CIMMYTMA-024308,-88.732928,20.729917,1147,0.66,5.68,,,,,,,,,,,,,,,,,,,,,,
251,SEEDGWAS1693,CIMMYTMA-024317,-93.26666667,16.25,1184,0.33,3.91,,,,,,,,,,,,,,,,,,,,,,
252,SEEDGWAS1694,CIMMYTMA-024349,-101.799996,17.971798,927,0.22,8.2,,,,,,,,,,,,,,,,,,,,,,
253,SEEDGWAS1695,CIMMYTMA-024361,-93.26666667,16.25,1184,0.33,3.91,,,,,,,,,,,,,,,,,,,,,,
254,SEEDGWAS170,CIMMYTMA-003261,-97.83333333,21.38333333,1338,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
255,SEEDGWAS1701,CIMMYTMA-024747,-95.01666667,16.43333333,1005,0.11,13,,,,,,,,,,,,,,,,,,,,,,
256,SEEDGWAS1704,CIMMYTMA-024962,-104.469957,22.274119,738,0.16,20.15,,,,,,,,,,,,,,,,,,,,,,
257,SEEDGWAS1705,CIMMYTMA-024974,-101.799996,17.971798,927,0.22,8.2,,,,,,,,,,,,,,,,,,,,,,
258,SEEDGWAS1707,CIMMYTMA-024999,-89.251078,20.880724,961,0.66,5.68,,,,,,,,,,,,,,,,,,,,,,
259,SEEDGWAS1708,CIMMYTMA-025001,-92.7,15.28333333,1480,0.11,8.98,,,,,,,,,,,,,,,,,,,,,,
260,SEEDGWAS1709,CIMMYTMA-025038,-93.71666667,16.7,851,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
261,SEEDGWAS171,CIMMYTMA-003263,-97.51666667,21.28333333,1361,0.15,7.97,,,,,,,,,,,,,,,,,,,,,,
262,SEEDGWAS1710,CIMMYTMA-025057,-93.4,17.85,2257,0.22,13.18,,,,,,,,,,,,,,,,,,,,,,
263,SEEDGWAS1711,CIMMYTMA-025067,-101.728267,18.317643,898,0.59,8.2,,,,,,,,,,,,,,,,,,,,,,
264,SEEDGWAS1712,CIMMYTMA-025217,-95.200253,16.498068,885,0.59,20.17,,,,,,,,,,,,,,,,,,,,,,
265,SEEDGWAS1713,CIMMYTMA-025223,-105.262282,19.936732,935,0.11,8.7,,,,,,,,,,,,,,,,,,,,,,
266,SEEDGWAS1714,CIMMYTMA-025224,-105.262282,19.936732,935,0.11,8.7,,,,,,,,,,,,,,,,,,,,,,
267,SEEDGWAS1715,CIMMYTMA-025225,-104.612035,19.697393,1175,0.11,12.24,,,,,,,,,,,,,,,,,,,,,,
268,SEEDGWAS1716,CIMMYTMA-025226,-104.612035,19.697393,1175,0.11,12.24,,,,,,,,,,,,,,,,,,,,,,
269,SEEDGWAS1717,CIMMYTMA-025228,-105.262282,19.936732,935,0.11,8.7,,,,,,,,,,,,,,,,,,,,,,
270,SEEDGWAS1719,CIMMYTMA-025238,-105.262282,19.936732,935,0.11,8.7,,,,,,,,,,,,,,,,,,,,,,
271,SEEDGWAS172,CIMMYTMA-003267,-97.85,21.15,1454,0.52,3.46,,,,,,,,,,,,,,,,,,,,,,
272,SEEDGWAS1720,CIMMYTMA-025239,-105.262282,19.936732,935,0.11,8.7,,,,,,,,,,,,,,,,,,,,,,
273,SEEDGWAS1721,CIMMYTMA-025257,-100.249473,18.298628,902,0.04,7.07,,,,,,,,,,,,,,,,,,,,,,
274,SEEDGWAS1722,CIMMYTMA-025295,-94.35,16.48333333,1250,0.5,13,,,,,,,,,,,,,,,,,,,,,,
275,SEEDGWAS1723,CIMMYTMA-025306,-96.831814,17.528084,560,0.59,7.96,,,,,,,,,,,,,,,,,,,,,,
276,SEEDGWAS1725,CIMMYTMA-025311,-95.78,17.16,3141,0.32,4.83,,,,,,,,,,,,,,,,,,,,,,
277,SEEDGWAS1726,CIMMYTMA-025312,-95.78,17.16,3141,0.32,5.56,,,,,,,,,,,,,,,,,,,,,,
278,SEEDGWAS1727,CIMMYTMA-025313,-95.78,17.16,3141,0.32,10.97,,,,,,,,,,,,,,,,,,,,,,
279,SEEDGWAS1728,CIMMYTMA-025314,-95.78,17.16,3141,0.32,30.28,,,,,,,,,,,,,,,,,,,,,,
280,SEEDGWAS1736,CIMMYTMA-025807,-105.2,21.82,1390,0.18,11.11,,,,,,,,,,,,,,,,,,,,,,
281,SEEDGWAS1737,CIMMYTMA-025808,-105.2,21.82,1390,0.18,11.11,,,,,,,,,,,,,,,,,,,,,,
282,SEEDGWAS1739,CIMMYTMA-025813,-105.2,21.82,571,0.18,11.11,,,,,,,,,,,,,,,,,,,,,,
283,SEEDGWAS174,CIMMYTMA-003271,-96.710604,20.062451,1541,0.15,7.97,,,,,,,,,,,,,,,,,,,,,,
284,SEEDGWAS1740,CIMMYTMA-025817,-89.65,20.3,1287,0.66,5.33,,,,,,,,,,,,,,,,,,,,,,
285,SEEDGWAS1741,CIMMYTMA-025818,-97.52396,20.007577,2499,0.49,5.75,,,,,,,,,,,,,,,,,,,,,,
286,SEEDGWAS1742,CIMMYTMA-025823,-105.1333333,21.96666667,464,0.18,11.11,,,,,,,,,,,,,,,,,,,,,,
287,SEEDGWAS1743,CIMMYTMA-025825,-105.1333333,21.96666667,464,0.18,11.11,,,,,,,,,,,,,,,,,,,,,,
288,SEEDGWAS1744,CIMMYTMA-025830,-93.2296,18.296126,1853,0.09,11.54,,,,,,,,,,,,,,,,,,,,,,
289,SEEDGWAS1755,CIMMYTMA-000307,-104.35,19.76666667,939,0.16,12.24,,,,,,,,,,,,,,,,,,,,,,
290,SEEDGWAS1756,CIMMYTMA-000332,-104.35,19.76666667,939,0.16,12.24,,,,,,,,,,,,,,,,,,,,,,
291,SEEDGWAS1759,CIMMYTMA-000396,-105.370775,26.95746,424,0.06,22.13,,,,,,,,,,,,,,,,,,,,,,
292,SEEDGWAS176,CIMMYTMA-003276,-98.38333333,21.51666667,1132,0.15,8.13,,,,,,,,,,,,,,,,,,,,,,
293,SEEDGWAS1760,CIMMYTMA-000397,-105.3313889,27.1283333,376,0.06,20.5,,,,,,,,,,,,,,,,,,,,,,
294,SEEDGWAS1761,CIMMYTMA-000399,-104.890933,27.130649,374,0.13,20.5,,,,,,,,,,,,,,,,,,,,,,
295,SEEDGWAS1766,CIMMYTMA-000446,-103.274676,25.434457,234,0.21,19.1,,,,,,,,,,,,,,,,,,,,,,
296,SEEDGWAS1767,CIMMYTMA-000577,-103.3333333,20.66666667,806,0.2,3.86,,,,,,,,,,,,,,,,,,,,,,
297,SEEDGWAS177,CIMMYTMA-003277,-97.8,22.11,1160,0.15,7.49,,,,,,,,,,,,,,,,,,,,,,
298,SEEDGWAS1775,CIMMYTMA-001472,-102.7166667,19.96666667,761,0.17,20.15,,,,,,,,,,,,,,,,,,,,,,
299,SEEDGWAS1777,CIMMYTMA-001559,-98.76666667,20.6,766,0.53,17.24,,,,,,,,,,,,,,,,,,,,,,
300,SEEDGWAS1778,CIMMYTMA-001728,-101.03832,20.198115,587,0.24,9.92,,,,,,,,,,,,,,,,,,,,,,
301,SEEDGWAS1779,CIMMYTMA-001802,-91.413563,14.530291,2956,0.5,5.1,,,,,,,,,,,,,,,,,,,,,,
302,SEEDGWAS1781,CIMMYTMA-001809,-90.487282,15.092398,1127,0.17,7.62,,,,,,,,,,,,,,,,,,,,,,
303,SEEDGWAS1782,CIMMYTMA-001810,-89.858477,14.673184,1027,0.16,7.02,,,,,,,,,,,,,,,,,,,,,,
304,SEEDGWAS1784,CIMMYTMA-001819,-89.55,14.78333333,898,0.13,5.16,,,,,,,,,,,,,,,,,,,,,,
305,SEEDGWAS1786,CIMMYTMA-001952,-100.75378,23.369168,344,0.44,8.7,,,,,,,,,,,,,,,,,,,,,,
306,SEEDGWAS1788,CIMMYTMA-002125,-103.005314,25.72199,205,0.21,19.1,,,,,,,,,,,,,,,,,,,,,,
307,SEEDGWAS1789,CIMMYTMA-002187,-101.411113,20.955531,565,0.14,18.17,,,,,,,,,,,,,,,,,,,,,,
308,SEEDGWAS1794,CIMMYTMA-005185,-89.583333,14.616667,2563,0.05,7.02,,,,,,,,,,,,,,,,,,,,,,
309,SEEDGWAS1795,CIMMYTMA-005234,-89.624187,14.61198,877,0.16,7.02,,,,,,,,,,,,,,,,,,,,,,
310,SEEDGWAS1797,CIMMYTMA-005303,-90.354714,14.656366,1184,0.33,7.96,,,,,,,,,,,,,,,,,,,,,,
311,SEEDGWAS1798,CIMMYTMA-005342,-102.4833333,20.01666667,746,0.24,9.92,,,,,,,,,,,,,,,,,,,,,,
312,SEEDGWAS1799,CIMMYTMA-005343,-102.666996,20.112922,722,0.11,20.15,,,,,,,,,,,,,,,,,,,,,,
313,SEEDGWAS1803,CIMMYTMA-013341,-93.176559,16.782368,901,0.43,3.1,,,,,,,,,,,,,,,,,,,,,,
314,SEEDGWAS1804,CIMMYTMA-013421,-104.449948,21.110878,801,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
315,SEEDGWAS1809,CIMMYTMA-016239,-92.73333333,15.86666667,1532,0.33,3.91,,,,,,,,,,,,,,,,,,,,,,
316,SEEDGWAS1810,CIMMYTMA-016244,-93.89,16.23,1088,0.11,13,,,,,,,,,,,,,,,,,,,,,,
317,SEEDGWAS1811,CIMMYTMA-016360,-98.78333333,18.88333333,898,0.24,5.56,,,,,,,,,,,,,,,,,,,,,,
318,SEEDGWAS1812,CIMMYTMA-016407,-91.943308,16.328624,1362,0.5,17.73,,,,,,,,,,,,,,,,,,,,,,
319,SEEDGWAS1816,CIMMYTMA-018843,-92.1,15.7,1509,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
320,SEEDGWAS1818,CIMMYTMA-018906,-100.21527,22.031961,437,0.59,19.38,,,,,,,,,,,,,,,,,,,,,,
321,SEEDGWAS1819,CIMMYTMA-018907,-99.88277778,21.71083333,560,0.67,17.31,,,,,,,,,,,,,,,,,,,,,,
322,SEEDGWAS1820,CIMMYTMA-018908,-99.883528,21.71058,614,0.3,17.31,,,,,,,,,,,,,,,,,,,,,,
323,SEEDGWAS1821,CIMMYTMA-018909,-99.9072222,21.7722222,435,0.28,17.31,,,,,,,,,,,,,,,,,,,,,,
324,SEEDGWAS1822,CIMMYTMA-018911,-99.9322222,21.79805556,432,0.24,17.31,,,,,,,,,,,,,,,,,,,,,,
325,SEEDGWAS1823,CIMMYTMA-018921,-99,23.91666667,684,0.14,10.31,,,,,,,,,,,,,,,,,,,,,,
326,SEEDGWAS1828,CIMMYTMA-019838,-102.95,20.78333333,768,0.2,20.15,,,,,,,,,,,,,,,,,,,,,,
327,SEEDGWAS1829,CIMMYTMA-019959,-104,20.8,772,0.16,19.09,,,,,,,,,,,,,,,,,,,,,,
328,SEEDGWAS1830,CIMMYTMA-020364,-93.38333333,16.76666667,979,0.43,3.1,,,,,,,,,,,,,,,,,,,,,,
329,SEEDGWAS1831,CIMMYTMA-020375,-92.1,15.7,1509,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
330,SEEDGWAS1832,CIMMYTMA-020413,-92.1,15.7,1509,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
331,SEEDGWAS1833,CIMMYTMA-020415,-92.1,15.7,1509,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
332,SEEDGWAS1834,CIMMYTMA-020420,-92.1,15.7,1509,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
333,SEEDGWAS1835,CIMMYTMA-020443,-92.1,15.7,1509,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
334,SEEDGWAS1836,CIMMYTMA-020444,-92.05,16.11666667,1284,0.23,5.33,,,,,,,,,,,,,,,,,,,,,,
335,SEEDGWAS1837,CIMMYTMA-023165,-92.711648,16.602202,948,0.23,9.59,,,,,,,,,,,,,,,,,,,,,,
336,SEEDGWAS1838,CIMMYTMA-023188,-92.05,16.11666667,1284,0.23,5.33,,,,,,,,,,,,,,,,,,,,,,
337,SEEDGWAS1839,CIMMYTMA-025300,-100.265107,22.333956,468,0.45,19.38,,,,,,,,,,,,,,,,,,,,,,
338,SEEDGWAS1840,CIMMYTMA-002540,-99.836545,21.635442,514,0.28,17.31,,,,,,,,,,,,,,,,,,,,,,
339,SEEDGWAS1884,CIMMYTMA-003233,-97.13,20.55,627,0.15,7.97,,,,,,,,,,,,,,,,,,,,,,
340,SEEDGWAS1885,CIMMYTMA-003241,-97.181289,20.566064,1506,0.15,7.97,,,,,,,,,,,,,,,,,,,,,,
341,SEEDGWAS1887,CIMMYTMA-003254,-97.762003,20.910099,1267,0.15,5.8,,,,,,,,,,,,,,,,,,,,,,
342,SEEDGWAS1888,CIMMYTMA-003269,-97.71666667,21.35,1500,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
343,SEEDGWAS2008,CIMMYTMA-005478,-98.712616,21.399889,1431,0.49,3.46,,,,,,,,,,,,,,,,,,,,,,
344,SEEDGWAS2029,CIMMYTMA-005961,-98.10282,16.655201,1540,0.07,5.07,,,,,,,,,,,,,,,,,,,,,,
345,SEEDGWAS2041,CIMMYTMA-006397,-100.7333333,28.23333333,505,0.05,18.17,,,,,,,,,,,,,,,,,,,,,,
346,SEEDGWAS2046,CIMMYTMA-007208,-108.3333333,26.71666667,635,0.23,22.43,,,,,,,,,,,,,,,,,,,,,,
347,SEEDGWAS2047,CIMMYTMA-007266,-109.432449,28.155757,500,0.1,19.09,,,,,,,,,,,,,,,,,,,,,,
348,SEEDGWAS2048,CIMMYTMA-007312,-109.1833333,28.93333333,503,0.08,22.43,,,,,,,,,,,,,,,,,,,,,,
349,SEEDGWAS2073,CIMMYTMA-000017,-103.142683,18.797803,862,0.16,8.7,,,,,,,,,,,,,,,,,,,,,,
350,SEEDGWAS2075,CIMMYTMA-000101,-94.6,16.58333333,778,0.11,13,,,,,,,,,,,,,,,,,,,,,,
351,SEEDGWAS2077,CIMMYTMA-000142,-103.661841,18.6781,719,0.32,8.7,,,,,,,,,,,,,,,,,,,,,,
352,SEEDGWAS2078,CIMMYTMA-000144,-103.666667,18.75,738,0.32,8.7,,,,,,,,,,,,,,,,,,,,,,
353,SEEDGWAS2079,CIMMYTMA-000146,-102.373599,19.08164,753,0.13,4.86,,,,,,,,,,,,,,,,,,,,,,
354,SEEDGWAS2080,CIMMYTMA-000162,-101.8,18.96666667,689,0.13,13.24,,,,,,,,,,,,,,,,,,,,,,
355,SEEDGWAS2081,CIMMYTMA-000202,-101.605,17.97833333,848,0.59,8.2,,,,,,,,,,,,,,,,,,,,,,
356,SEEDGWAS2084,CIMMYTMA-000432,-98.712616,21.399889,1431,0.49,3.46,,,,,,,,,,,,,,,,,,,,,,
357,SEEDGWAS2087,CIMMYTMA-000465,-97.96666667,21.28333333,1186,0.15,3.46,,,,,,,,,,,,,,,,,,,,,,
358,SEEDGWAS2092,CIMMYTMA-000588,-105.5333333,22.36666667,1234,0.08,12.03,,,,,,,,,,,,,,,,,,,,,,
359,SEEDGWAS2093,CIMMYTMA-000589,-105.460404,22.431118,1242,0.14,12.03,,,,,,,,,,,,,,,,,,,,,,
360,SEEDGWAS2096,CIMMYTMA-000661,-98.76666667,22.01666667,1053,0.35,8.13,,,,,,,,,,,,,,,,,,,,,,
361,SEEDGWAS2097,CIMMYTMA-000697,-97.73333333,21.18333333,732,0.52,3.46,,,,,,,,,,,,,,,,,,,,,,
362,SEEDGWAS2098,CIMMYTMA-000745,-93.38333333,16.76666667,630,0.43,3.1,,,,,,,,,,,,,,,,,,,,,,
363,SEEDGWAS2099,CIMMYTMA-000827,-89.986872,20.579844,1007,0.66,5.33,,,,,,,,,,,,,,,,,,,,,,
364,SEEDGWAS2104,CIMMYTMA-001764,-97.218548,19.983868,1987,0.49,2.89,,,,,,,,,,,,,,,,,,,,,,
365,SEEDGWAS2105,CIMMYTMA-001861,-91.421015,14.609292,2980,0.5,5.1,,,,,,,,,,,,,,,,,,,,,,
366,SEEDGWAS2106,CIMMYTMA-002109,-89.812671,20.00487,1174,0.75,5.33,,,,,,,,,,,,,,,,,,,,,,
367,SEEDGWAS2107,CIMMYTMA-002132,-103.796358,19.274552,798,0.27,8.7,,,,,,,,,,,,,,,,,,,,,,
368,SEEDGWAS2108,CIMMYTMA-002136,-103.847703,18.933399,738,0.32,8.7,,,,,,,,,,,,,,,,,,,,,,
369,SEEDGWAS2109,CIMMYTMA-002159,-92.027828,15.627253,1267,0.28,7.07,,,,,,,,,,,,,,,,,,,,,,
370,SEEDGWAS2110,CIMMYTMA-002161,-92.044173,15.678832,1520,0.43,7.07,,,,,,,,,,,,,,,,,,,,,,
371,SEEDGWAS2111,CIMMYTMA-002162,-92.08333333,15.96666667,1103,0.23,9.59,,,,,,,,,,,,,,,,,,,,,,
372,SEEDGWAS2113,CIMMYTMA-002302,-99.015491,21.951043,1147,0.35,18.3,,,,,,,,,,,,,,,,,,,,,,
373,SEEDGWAS2114,CIMMYTMA-002323,-97.097646,20.480001,1479,0.15,7.97,,,,,,,,,,,,,,,,,,,,,,
374,SEEDGWAS2115,CIMMYTMA-002526,-91.758868,15.810862,1442,0.18,7.07,,,,,,,,,,,,,,,,,,,,,,
375,SEEDGWAS2124,CIMMYTMA-010518,-92.71666667,16.61666667,862,0.23,9.59,,,,,,,,,,,,,,,,,,,,,,
376,SEEDGWAS2151,CIMMYTMA-013709,-99.06666667,18.88333333,898,0.14,5.56,,,,,,,,,,,,,,,,,,,,,,
377,SEEDGWAS2173,CIMMYTMA-016197,-97.03333333,19.08333333,1456,0.32,18.95,,,,,,,,,,,,,,,,,,,,,,
378,SEEDGWAS2174,CIMMYTMA-016257,-106.393718,24.618206,910,0.16,1.82,,,,,,,,,,,,,,,,,,,,,,
379,SEEDGWAS2177,CIMMYTMA-017930,-99.1,24.08333333,703,0.14,10.31,,,,,,,,,,,,,,,,,,,,,,
380,SEEDGWAS2178,CIMMYTMA-018156,-97.3,19.8,828,0.24,5.1,,,,,,,,,,,,,,,,,,,,,,
381,SEEDGWAS2181,CIMMYTMA-018343,-93.370653,16.458148,862,0.1,7.07,,,,,,,,,,,,,,,,,,,,,,
382,SEEDGWAS2182,CIMMYTMA-018373,-99.75,19.87,918,0.24,4.15,,,,,,,,,,,,,,,,,,,,,,
383,SEEDGWAS2184,CIMMYTMA-018851,-100.5666667,18.46666667,490,0.14,13.24,,,,,,,,,,,,,,,,,,,,,,
384,SEEDGWAS2185,CIMMYTMA-018924,-97.067537,18.850883,1616,0.59,3.1,,,,,,,,,,,,,,,,,,,,,,
385,SEEDGWAS2199,CIMMYTMA-019538,-98.2,20.15,714,0.24,5.75,,,,,,,,,,,,,,,,,,,,,,
386,SEEDGWAS2202,CIMMYTMA-021252,-99.36666667,18.71666667,796,0.14,15.44,,,,,,,,,,,,,,,,,,,,,,
387,SEEDGWAS2244,CIMMYTMA-023216,-98.8167,21.5667,1547,0.52,5.8,,,,,,,,,,,,,,,,,,,,,,
388,SEEDGWAS2250,CIMMYTMA-024023,-99.31666667,22.83333333,1445,0.36,5.8,,,,,,,,,,,,,,,,,,,,,,
389,SEEDGWAS2256,CIMMYTMA-024643,-96.85,19.73333333,484,0.24,2.89,,,,,,,,,,,,,,,,,,,,,,
390,SEEDGWAS2257,CIMMYTMA-024758,-101.564868,17.665097,1277,0.22,7.74,,,,,,,,,,,,,,,,,,,,,,
391,SEEDGWAS2258,CIMMYTMA-025021,-108.51344,26.419644,631,0.12,22.51,,,,,,,,,,,,,,,,,,,,,,
392,SEEDGWAS2259,CIMMYTMA-025091,-95.8,17.83333333,1978,0.14,9.08,,,,,,,,,,,,,,,,,,,,,,
393,SEEDGWAS2260,CIMMYTMA-025285,-104.880645,21.250533,1268,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
394,SEEDGWAS2261,CIMMYTMA-025286,-104.880645,21.250533,1268,0.16,12.88,,,,,,,,,,,,,,,,,,,,,,
395,SEEDGWAS2311,CIMMYTMA-000160,-102.3,19.98333333,685,0.24,9.92,,,,,,,,,,,,,,,,,,,,,,
396,SEEDGWAS2312,CIMMYTMA-000169,-103.165492,18.761556,774,0.16,8.7,,,,,,,,,,,,,,,,,,,,,,
397,SEEDGWAS2313,CIMMYTMA-000171,-102.3,19.98333333,685,0.24,9.92,,,,,,,,,,,,,,,,,,,,,,
398,SEEDGWAS2314,CIMMYTMA-000233,-97.241203,18.332954,519,0.14,1.82,,,,,,,,,,,,,,,,,,,,,,
399,SEEDGWAS2317,CIMMYTMA-000273,-100.983333,20.5,775,0.14,9.92,,,,,,,,,,,,,,,,,,,,,,
400,SEEDGWAS2322,CIMMYTMA-000326,-104.060951,20.507845,832,0.27,12.24,,,,,,,,,,,,,,,,,,,,,,
401,SEEDGWAS2323,CIMMYTMA-000342,-103.5833333,19.88333333,590,0.16,4.86,,,,,,,,,,,,,,,,,,,,,,
402,SEEDGWAS2327,CIMMYTMA-000384,-105.259161,27.008378,420,0.06,20.5,,,,,,,,,,,,,,,,,,,,,,
403,SEEDGWAS2331,CIMMYTMA-000545,-99.813582,21.054943,352,0.53,19.38,,,,,,,,,,,,,,,,,,,,,,
